chinese_name,english_names,english_descriptions,csi_category
红烧牛腩面,braised beef brisket with noodles in soup; noodles with braised beef brisket ; braised beef brisket noodles,"[]; ['Beef Brisket, Noodles, Vegetables']",0
港式扬州炒饭,prawn fried rice with egg white and dried scallop; chef's special whole abalone rice,[],0
麻酱砵仔肠粉,plain with sesame sauce; roast pork cheung fun,[],0
上海辣鸡片,shanghai hot chilli sliced chicken,[],0
山楂鹿肉酥,charcoal venison puff,[],0
黄炆汤一级官燕,royal superior one cup birds nest soup; royal superior one cup bird's nest soup,[],0
熏鸡丝,smoked shredded chicken,[],0
海鲜生菜包,lettuce wrapped minced seafood; minced seafood wrapped in lettuce,[],0
北京烤鸭,"Classic Peking Duck; roasted peking duck with pancakes; beijing roast duck served with pancakes, shredded cucumber, spring onion and hoi-sin sauce","; []; ['Duck, Pancakes, Shredded Cucumber, Spring Onion and Hoi-sin Sauce']",0
干煸牛肉丝,crispy beef; stir-fry shredded beef with chinese pepper,"[]; ['A Sichuan Style of cooking where the ingredients are continuously cooked until they have dried out before ices and flavour.', 'Dry fried beef slivers in a stick sweet chilli coating']",0
干锅土豆片,potato slices with dry chilli and green peppers in hot pet s s; sliced potatoes and hunan bacon,[],0
香辣八爪鱼,marinated spicy baby octopus; thai style chicken claws,[]; ['C'],0
烧味三拼,roast meat triple combo; choice of any items roast duck,"['honey roast pork or crackling pork', 'this dish contains bones', 'Mixed barbecue platter']; []",0
什锦炒饭,stir-fried rice with meat and vegetables; mixed vegetable fried rice; diced mixed vegetable egg fried rice,[]; ['contains egg'],0
沙爹大虾,king prawn in satay sauce; king prawn with satay and peanut sauce,[],0
鲜虾肠粉,prawn cheung fun,[],0
豉椒鸡片,chicken with green pepper in black bean sauce,[],0
素炒三丝银芽甘笋丝荷豆丝,vegetarian flavour silver sprouts carrot and mange tout,[],0
辣味海鲜炒饭,spicy seafood fried rice,[],0
竹升面,bamboo pole noodles with king crab and spring onion oil,[],0
沙爹什菜,mixed vegetables in satay t peanut sauce; v stir fried mixed vegetables in satay sauce,[],0
回锅肉,"Szechwan-style Stir-fried Pork, Cabbage and Piman; Twice cooked pork; Twice-cooked Pork; double cooked pork",['A Sichuanese favourite Lean double cooked sliced Pork Belly boiled in Sichuan spices and then stir fried in a sweet rich chilli sauce with mixed peppers leeks and fresh chilli']; [],0
南瓜饼,pumpkin pancake; deep fried pumpkin cake with red bean filling,[],0
雪白甜豆玉兰心,water chest nut sugar snap and broccoli,[],0
杂菜炒面,vegetable fried noodle; mixed vegetables chow mein; stir fried noodle with mixed vegetables,[],0
酱皇海鲜炒面,toasted noodles with mixed seafood in xo sauce; stir fried udon with fillet steak in black pepper sauce s,[],0
老醋花生米,peanuts with vinegar; crispy peanuts with chinese vinegar,[],0
清炒银芽,stir fried silver sprouts,[],0
干炒牛肉丝,deep fried shredded beef in spicy hot sauce; deep fried shredded beef in chilli sauce,[],0
四川口水鸡,mouthwatering sichuan chicken; mouth watering sichuan chicken,[],0
腰果牛肉,b beef with cashewnuts; beef with cashew nuts,"[]; ['Hot and Spicy', 'There is a service charge', 'Please note all prices are inclusive of VAT', 'We accept Major Credit Cards']",0
陈皮牛肉丸,chinese style beef ball,[],0
姜葱大虾,king prawns with ginger and spring onions; king prawn with ginger and sping onion,[],0
加吉鱼鳟鱼,braised fish with trimmings sea bass/ mandarin/flatfish/perch/; / perch / sea bream / bull trout; sea bream/bull trout） ,[],0
花蟹炒年糕,stir fried blue crab with korean rice cake; the fictures are for reerence only subject to the actual rouct,[],0
菜粒冬菇粒炒饭,diced chinese mushroom and vegetable fried rice,[],0
上海辣猪扒,spicy shanghai pork chops,[],0
椒盐茄子条,salt and pepper aubergine,[],0
炸云吞,fried wonton; deep fried wonton served with sweet and sour sauce,[],0
蒜茸粉丝蒸带子,steamed scallop in shell with garlic and glass vermicelli,[],0
传统香酥鸭,classic crispy aromatic duck,['Served with steamed pancakes shredded cucumber and spring onion with hoi sin sauce']; [],0
姜葱牛百叶,tripe with ginger and spring onion,[],0
羊肚菌素春卷,morel mushroom spring roll,['(v)'],0
东波海皇羹,spinach and seafood soup,[],0
黑金流沙包,jasmine tea; salted egg custard buns,['Green tea subtle sweet and fragrant floral aroma']; ['Steamed buns with salted egg custard filling'],0
蚝油冬菇,sauteed black mushrooms with oyster sauce; stir fried broccoli and shiitake mushroom,[],0
川式红烧肉,"braised pork, sichuan style; sichuanese red braised pork belly in hot pot","['A dish loved by Chairman Mao.', 'Double cooked pork belly braised in soya sugar rich aromatic Sichuan spices and sweet fermented paste with shiitake mushrooms']; []",0
辣味鸭粒生菜饱,chilli diced duck with lettuce wrap,[],0
菠菜豆腐,braised tofu with spinach; tofu and spinach soup,[],0
干炒鸭丝米粉,shredded roasted duck with vermicelli,[],0
四川虾球,king prawn in spicy sauce; minimum for persons or more,"[]; ['Mixed Seafood Wrapped in Lettuce Leaves', 'per person', 'Fresh Lobster with Ginger and Spring Onion', 'Spicy Prawns in Szechuan Style']",0
甜酸虾球,sweet sour king prawns; sweet and sour king prawns,[]; ['King prawns and pineapples coated in a treacly sweet and tangy sauce'],0
卤肉饭,rice topped with stewed pork; braised pork belly in soy sauce served with rice,[],0
凤爪排骨饭,steamed mini rib and chicken claw rice; spare ribs and chicken feet rice; spare ribs and chicken claws rice pot,[]; ['Suitable for vegetarian Denotes option'],0
罗汉斋面,monk's vegetarian soft noodles; monks vegetarian soft noodles,[]; ['cloud ear mushroom bean curd and pak choi'],0
宫保鸡片,chicken kung po style,[],0
腊味萝卜糕,pan fried turnip cake contains pork and prawn; Pan-fried Chinese Sausage Radish Cake; pan fried turnip patties,[],0
什菜炒面,mixed vegetable chow mein; mixed vegetables chow mein,['with Crispy or Soft Noodle']; ['63V'],0
蚝油鲜竹卷,beancurd roll; stuffed tofu roll,[],0
上海辣虾球,shanghai hot chilli king prawns,[],0
红油燃面,noodles in spicy sauce,"['322kcal', ""Din Tai Fung's signature Fried Rice"", 'owes its popularity to freshly prepared', 'ingredients and a skilled hand Taikeng', 'No Taiwanese Rice is specially', 'imported for its fragrance and texture', 'Free range eggs are added at just the', 'right temperature to coat every single']; ['322kcal', 'Pork Chop and Dry Noodles']",0
沙律明虾角,prawn envelopes with mayonnaise dip,[],0
辣子牛肉,beef with chilli and garlic,[],0
茉莉花苹果和紫苏,jasmine parfait with apple and shiso sorbet,['(v)'],0
椒盐大虾,salt and chilli king prawn; salt pepper king prawn on the shell; salt and pepper king prawns; salt and pepper king prawn,[]; ['Deep Fried King Prawn'],0
煎脆面,"crispy noodles; 	ext { crispy noodles }",[],0
豉汁蒸凤爪,chicken feet in black bean sauce,[],0
芝麻菠菜,spinach dressed in sesame oil,"['85kcal', 'Vegan']",0
干炒牛柳河,teppan fried ho fun with beef fillet dry,[],0
孜然牛肉,aromatic beef with cumin; stir fried beef with cumin,[]; ['Stir fried sliced beef with mixed peppers and coriander infused in a spicy cumin flavour'],0
四川牛肉,fried sliced beef in szechwan sauce; fried sliced beef in szechuan sauce,[],0
金针菇肥牛,sliced beef with enoki mushroom; beef strip with enoki mushroom,[],0
铁板果汁鸡片,sizzling chicken in sweet fruit sauce,[],0
担担面,"Dandan noodles; dan dan noodles with minced pork; noodles in chili sauce, sichuan style; Chen’s Original Spicy Noodle Soup",[]; ['Noodles with minced pork sesame sauce chilli oil and Sichuan peppercorns'],0
湖南小炒肉,hunan style fried pork slices; stir fried pork with hunan style,[],0
海鲜星洲炒米粉,seafood singapore vermicelli,[],0
沙律明虾饺,deep fried king prawn dumplings,[],0
脆皮春卷,crispy spring rolls,[],0
麻辣小龙虾,stir fried crayfish in spicy chilli sauce; spicy crayfish in hunan style,[],0
叉烧包,char siu bun; iberico char siu bao; bbq pork bun,[],0
黄金龙虾粒炒饭,fried rice with diced mixed seafood and black garlic; diced wagyu eef fried rice,[],0
咕噜汁,sweet and sour sauce,[],0
四川担担面,classic sichuan dan dan mian; the legendary dan dan noodles with minced pork; sichuan dandan noodles with minced pork & chilli sauce in soup,"['Noodles, Pork, Chilli, Spring Onion, Sesame Sauce']; []; ['Wheat noodles in soup topped with finely chopped pork a mixture of Sichuan pepper and vegetables', '(contains peanut and sesame)']",0
黑椒牛仔骨,calf bone in black pepper sauce,[],0
红油肚丝,pork tripe with chilli oil; shredded pig's maw in chilli sauce,[],0
干煸四季豆,fried green beans with mince pork; stir-fried french bean with chilli & minced pork; stir fried french beans; deep fried french beans with minced pork chilli; Wok-fried String Bean with Minced Pork; dry fried green beans with minced pork,"[]; ['French Bean, Chilli, Minced Pork']",0
番茄青瓜蛋花汤,cucuber tomato and egg soup; tomato cucumber and egg soup,[],0
酱海中宝,sea treasures in xo sauce,[],0
翡翠罗汉斋饺,budda's delight dumplings v vg,[],0
斋干煸四季豆,vegetarian dry fried fine beans,[],0
四喜丸子,sixi pork meatballs; sixi pork meatballs with chinese water; braised pork balls in gravy,[]; ['pork with Chinese water chestnuts'],0
港式烧鸭,roast duck hong kong style; Roasted duck,Vịt quay kiểu Hồng Kông; []; Vịt quay Hồng Kông,0
辣子鸡丁,spicy chicken with chilli; classic chicken in spicy sauce,[]; ['Stir fried chicken with spicy bean sauce and peppers'],0
甜酸豆腐,sweet and sour beancu; sweet and sour tofu,[]; ['Stir fried tofu with pineapples coated in a treacly sweet and tangy sauce'],0
鱼香虾,yuxiang shrimps sauteed with spicy garlic sauce ; fish fragrant prawns,[],0
鲍汁蛋包饭,egg fried rice topped with shrimps and diced roasted duck; prawn fried rice with egg white and dried scallop,[],0
芋丝炸春卷,taro spring rolls; crispy taro spring rolls,[],0
带子肠粉,isle of mull seared scallop and honey glazed iberico pork cheung fun; isle of mull seared scallop and honey glazed iberico pork cheung,[],0
肉夹馍,xian with sesame coriander and chilli and xinjiang pomegranate salad; xian city with sesame coriander and chilli and xinjiang pomegranate salad,[],0
海鲜汤面,toasted noodles with mixed seafood in xo sauce; noodle soup with seafood,[],0
猪肉白菜水饺,pork chinese leaves dumplings; boiled pork and chinese cabbage dumplings; jiaozi stuffed with pork and chinese cabbage,[]; ['(p)'],0
韭菜鸡锅贴,pan fried chicken and chive dumpling,[],0
甜酸鸡,sweet and sour chicken; sweet and sour chicken thai basil pineapple and candied walnuts,[],0
豉油皇姜葱鸡片,sliced chicken with ginger and spring onion in soya sauce,[],0
海鲜酸辣羹,seafood hot and sour soup; Hot and sour soup with seafood,Súp hải sản chua cay; [],0
手拍黄瓜,cucumber in spicy sauce; spinach dressed in sesame oil,"[]; ['Cucumber in Spicy Sauce', '8kcal', 'Vegan']",0
椒盐猪扒,salt and pepper pork chops,[],0
金牌荷叶饭,diced mixed seafood fried rice with black garlic; egg wrap fried rice with abalone sauce,[],0
酿蟹钳,zhou dynasty cured scallop stuffed crab claw; crab claw with tomato and wasabi zhou,[],0
鸡球炒饭,sliced chicken fried rice,[],0
杂菜炒饭,mixed vegetable fried rice egg fried; vegetable fried rice,[]; ['Rice or Boiled Rice'],0
炒杂菜,stir fried mixed vegetables,[],0
清蒸鲈鱼,steamed sea bass with spring onion and soya sauce; steamed whole seabass with ginger and spring onions in soy sauce,[],0
虾饺,clear shrimp dumpling sweet chilli sauce rice vinegar cloud; har gau prawn dumpling; Shrimp dumplings; har kau; prawn dumpling,[],0
芝麻虾多士,sesame prawn on toasted baguette; sesame prawn toast; sesame prawn meat on toast,[],0
咖哩炸鸡角,chicken curried samosas; curried chicken samosas,[],0
椒盐百花酿鲜鱿,salt and pepper pak far squid; salt and pepper pak far squids,[],0
带子酥,layered scallop puff with xo oil,[],0
番茄蛋花汤,tomato and egg soup ; tomato & egg light soup ,[]; ['Tomato & Egg'],0
酥炸鱿鱼圈,crispy pastry savoury meat croquette contain shrimp; deep fried squid ring,[]; ['ORIENT'],0
串烧中式汁牛柳,fillet steak on skewers in cantonese sauce,[],0
干煸肥肠,intestine with dried chilli; dry fried pork intestines,[],0
辣椒蒜蓉炒,pan fried with chilli and garlic,[],0
家常豆腐,home-made sauteed tofu; Home style sauteed Tofu; home style tofu,[]; ['Another type of Sichuan Flavour inspired by home style cooking Deep fried thick sliced tofu and pork belly in a savoury medium hot chilli bean sauce with a touch of sweetness'],0
椒盐鱿鱼,salt and pepper squid,[],0
夫妻肺片,Fuqi Feipian; sliced beef and ox tongue in chili sauce; man and wife offal slices; sliced beef and ox tongue in chilli sauce; sliced beef and tripe with chilli oil,[],0
炸烹刀鱼,dry fried ribbon fish,[],0
蟹黄蒸烧卖,siu mai prawn and meat dumplings,[],0
千丝萝卜酥,crispy radish dumplings,[]; ['Durian Crisp V'],0
鲍鱼海珍煲,braised abalone and seafood in casserole,[],0
泰式鱼饼,deep fried thai style fish croquette; c'weeds dim sum platter,"[]; ['per head', 'Fish Cake']",0
巧克力豆沙小笼包,red bean xiao long bao,['with Chocolate Lava'],0
椒盐鸡翼,salt and pepper chicken wings,[],0
中式牛柳卷,fillet steak rolls in cantonese sauce,[],0
京都骨,ribs in beijing sauce; peking style pork ribs,[],0
铁板酱爆带子,plate ; grilled scallops with chili and vegetables served on sizzling iron ,[],0
金箔斋鸡饺,gold leaf beancurd dumpling; gold leaf vegetarian chicken dumpling,['(v)'],0
姜丝云耳,wood ear mushrooms with,"['Ginger Strips and Vinegar Dressing', '70kcal', 'Vegan']; ['Ginger Strips and Vinegar Dressing', '70kcal']",0
铁板四川大虾,sizzling king prawns in szechwan sauce; sizzling king prawns in szechuan sauce,[],0
沙爹大虾串,sizzling king prawn sata; sizzling satay king prawn skewers,[],0
西柠汁鸡片,sliced chicken in honey and lemon sauce,[],0
椒盐鸡片,salt and pepper chicken fillets,[],0
蟹肉伊面,stir fried ho fun with fillet steak; braised e fu noodles with fresh crab meat,[],0
素菜粒生菜包,lettuce wrap with nuts,[],0
凉拌黄瓜,shredded cucumber with sauce; cucumber in chef special chili oil,[]; ['Cucumber served with vinegar chilli oil garlic and soya sauce'],0
四川鸡肉,chicken in szechuan sauce,[],0
豉汁煎酿双宝百花豆腐茄子,yin yan pak far tofu and aubergine pieces; yin yan pak far tofu and aubergine,['Tofu and Aubergine Stuffed with Prawn Meat in Garlic Black Bean Sauce']; ['Tofu and Aubergine Stuffed with Pak Far Prawn Meat in Garlic Black Bean Sauce'],0
咖喱豆腐,curry tofu; tofu in curry sauce,[],0
黑椒牛柳炒乌冬,stir fried udon with fillet steak in black pepper sauce s; braised e fu noodles with fresh crab meat,[],0
果木京式片皮鸭,legendary peking duck,[],0
黑松露杂菌饺,wild mushroom dumpling with black truffle,['(v)'],0
锅包肉,crispy double cooked sweet pork slices; crispy pork chop in fruity sauce,"[]; ['Pork, Sugar, Ginger, Carrot']",0
紫菜蛋花汤,seaweed & egg light soup ; seaweed and egg soup,[]; ['Seaweed & Egg'],0
豉椒鱿鱼,sauteed squid with peppers in black bean sauce; squid with green peper and black bean sauce,[],0
香酥鸭丝卷,crispy duck pancakes with hoi sin sauce; pan fried duck pancakes with hoi sin sauce,[],0
