chinese_name,english_name,chinese_description,english_description,quality
原条剁椒片片鱼,steam yellow croaker with,[],['Salted Pickles'],high
白菜苗菠菜苗菜心芥兰通菜,pak choi baby spinach choi sum kai lan morning glory,[],"['Please inform your host if you have any allergies food intolerances and or dietary requirements', 'V Vegetarian', 'S Spicy Chef Recommendation']",high
碧玉至尊鸳鸯海鲜饺,supreme steamed jade seafood dumpling duo,[],[],high
干锅黄喉,griddle cooked cow throat,[],[],medium
油辔芦笋龙虾球,quick fried lobster fillet with asparagus,[],[],medium
小白菜蓉蚝油清炒,pakcho garli oyster sauce stir fry,[],[],high
葱香荷兰豆,sauteed snow peas with scallion,[],[],high
番茄鸡蛋卤面,braised tomatoes & egg on noodles,[],"['Tomatoes, Egg, Noodles']",high
香叶椰香啫哩雪糕素食,pandan and coconut jelly ice cream lolly vg kcal,[],[],high
花椒鸡丁,aromatic chicken with sichuan pepper,[''],[],high
海虾云吞面,noodle soup with fresh shrimp wonton  ,[],[],high
干烧大虾,dry-braised prawn with ham and asparagus,[],[],high
姜葱鱼块,cod with ginger and spring onion,[],[],high
鱼香茄子,sauteed egglant with spicy garlic sauce,[],[],medium
素酸辣羹,vegetarian hot and sour soup,[],[],medium
中式汁,cantonese sauce,[],[],medium
蘑菇面,noodles with mushroom ,[],[],high
香辣沙爹粉丝大虾煲,spicy satay king prawns and glass vermicelli in clay pot,[],[],medium
鸡肉粒芋角,taro croquette,[],[],high
鸡肉栗米羹,chicken and sweet corn soup,[],['contains egg'],high
麻婆豆腐,szechuan style po tofu with pork mince,[],[],medium
牛肉炒饭,beef fried rice,[],[],medium
酸汤肥牛,sliced beef with pickled cabbage,[],[],medium
葱烧梅花参,braised sea cucumber with scallion,[],[],high
各色饭面粉,rice noodles and pho noodles,[],[],high
鸡腿饭,rice with stewed drumstick,[],[],high
猪肉大葱水饺,jiaozi stuffed with pork and scallion,[],[],high
丝苗白饭,steamed jasmine rice,[],['(v)'],high
杨枝甘露,mango pomelo sago v,[],[],medium
砂锅萝卜羊排,stewed lamb chops and turnip in casserole ,[],[],high
白切鸡饭,fragrant poached chicken with rice,[],[],medium
雪豆虾,sauteed shrimp with snow peas,[],[],high
黄金豆腐粒,golden crispy tofu cubes v,[],[],high
老虎菜,with cumin lamb and split buttermilk,[],[],high
辣汁青口酥炸生蚝,mussels with chilli in spicy sauce,[],"['Mussels in Satay Sauce', 'Deep Fried Oysters']",medium
麻辣鸡,chicken with chili and chinese pepper,[],[],high
鸡丁炒河,dry fried hor fun with chicken,[''],[],high
糟溜鳕鱼,sauteed codish fillets with rice wine sauce,[],[],high
冰雪凤梨,pineapple pastry,[],[],high
紫薯炸汤圆,rice ball with sweet potato inside fried rice,[],[],medium
椒盐软壳蟹,soft shell crab with chilli and salt prawn crackers,[],[],medium
蒜蓉炒空心菜,stir fried tung choi with garlic sauce,[],[],high
脆皮鸳鸯鸭,crispy duck prepared and served in two styles,[],[],high
沙爹汁,satay sauce,[],[],medium
芫爆鸡片,stir-fried chicken slices with coriander,[],[],high
南方虾饺,southern prawn dumpling,[],[],medium
中式牛扒,fillet steak cantonese style,[],[],high
泰式辣椒炒虾仁,"sauteed shrimp with chili, thai style",[],[],high
柠檬鸭,duck cooked with lemon sauce,[],[],medium
日式汤乌冬,seafood udon in soup japanese style,[],[],high
咖喱什菜,mixed vegetables in curry sauce,[],"['spicy dishes', 'nut dishes', 'ingredient', 'special dietary needs please notify the staff who will be happy to help', 'LYS textindd']",high
叉烧烧鸭,char siu and roast duck and char sui with honey sauce,[],[],medium
田园素小炒,vegetarian’s delight ,[],[],high
酱芦笋炒鸡片,chicken with asparagus in xo sauce,[],[],medium
符离集烧鸡,"roast chicken, fuliji style",[],[],high
香辣烤鱼,hot spicy whole seabass with mixed vegetables,[],[],medium
鲍汁扣三宝,"braised sea cucumber, goose webs and mushrooms in abalone sauce",[],[],high
酱牛肉,beef in brown sauce,[],[],high
白饭,steamed rice,[],[],medium
碧绿翡翠炒三鲜,fried monk fish with black,[],"['Stir Fried Squid with Chinese Kale', 'Truffle and Wild Mushroom', 'J35']",high
椒盐豆腐,salt and pepper tofu bean curd,[],[],medium
水晶鸭舌,duck tongue aspic,[],[],high
珍菌玉子豆腐煲,claypot silken egg tofu with wild mushroom and vegetable,[],['(v)'],high
酱羊肉,sliced lamb in ok sauce,[],[],medium
油面筋酿肉,wheat gluten with pork stufing,[],[],high
斋蒜头酱汁鸡,stir fried vegetarian chicken soyabean product,[],['with Garlic Mild Spicy Sauce'],high
金沙鸡卷,deep fried chicken in rice paper,[],[],high
咕噜鸡,sweet and sour chicken,[],[],medium
上海小笼包,shanghai xiao long bao,[],[],high
蟹柳粟米羹,crab meat and sweet corn soup,[],[],medium
水煮鹿里脊,venison tenderloin in hot chili oil,[],[],high
火腿鸡丝乌冬面,japanese noodle soup with shredded chicken and ham,[],[],high
椒盐排骨,salt and pepper spare ribs,[],[],high
海带排骨汤,kelp and spare ribs,[],[],high
星洲炒米粉,singapore vermicelli,[],[],medium
酸汤水饺,pork and chinese leaf dumpling in picked,[],[],high
香干腊肉煲,smoked hunan bacon and dry tofu,[],[],high
豉椒蒸,black bean sauce,[],[],high
本餐厅拥有此最终解释权,cuisin with a twist,[],['Our restaurant has the final right to interpret for this menu'],high
香港古老肉,sweet and sour pork hong kong style,[],[],medium
牛腩饭,beef brisket with rice,[],[],medium
猪肉三鲜烧卖,san xian shao mai,[],[],medium
蚝油郊外时蔬,chinese vegetables in oyster sauce,[],[],medium
蒜蓉西兰花,broccoli in garlic sauce,[],[],medium
豉椒和尚鱼,monk fish with green pepper t black bean sauce,[],[],high
鸡汤云吞,wonton in chicken soup,[],[],high
花胶菜胆炖竹笙翅,stewed shark fin with fish maw and bamboo fungus,[],[],high
肉丝乌冬面,japanese noodles with shredded pork,[],[],high
海鲜锅饼,pan-fried seafood pancake,[],[],high
四川麻婆豆腐配牛肉碎,sichuan spicy mapo recipe beancurd with or without minced beef,[],"['Beancurd, Chilli, with or without Minced Beef']",high
斋牛丝盐香辣,vegetarian shredded beef sa and pepper,[],[],medium
葡汁海中宝,sea treasures in coconut milk curry sauce,[],[],medium
豆豉鲮鱼油麦菜,sauteed leaf lettuce and  diced fish with black bean sauce,[],[],high
脆皮三丝卷,"crispy rolls with shredded pork, sea cucumber and bamboo shoots",[],[],high
铁板掌中宝,chicken feet served on sizzling iron plate ,[],[],high
荷塘小炒,"stir-fried tofu, straw mushroom, red pepper, baby corn & black fungus",[],"['Tofu, Straw Mushroom, Red Pepper, Baby Corn & Black Fungus']",high
铁板豆豉鸡,chicken with black bean sauce served on sizzling iron plate ,[],[],high
新疆大盘鸡,xinjiang chicken stew,[],[],medium
大盘麻辣鸡,spicy chicken,[],[],high
黑椒羊肉,sliced lamb in black pepper sauce,[],[],medium
纸包虾,paper wrapped prawns,[],[],medium
铁扒什锦,grilled assorted vegetables,[],[],high
水煮牛肉,sliced beef in hot chilli oil,[],[],medium
南瓜薏米羹,pumpkin t pearl barley soup,[],[],high
煎蛋,crispy fried egg,[],[],medium
番茄煎蛋面,fresh tomato soup noodle with crispy fried egg,[],[],medium
秘制酱牛肉,sliced beef stew in soya sauce,[],[],medium
咭汁鱼片,sauteed sliced fish in tomato sauce,[],[],high
西施太子炒饭,topped with duck and seafood in sauce,[],['Prince fried rice'],high
芫爆鳝鱼片,sauteed sliced eel with coriander,[],[],high
菜类豆腐,egg tofu w pork and mushroom in xo sauce v option,[],[],high
过桥肥牛汤米线,vermicelli soup with beef,[],[],high
葱油腐竹,yuba and spring onions,[],"['Wafer thin Yuba beancurd skin finely sliced with shredded cucumber in sesame oil dressing', 'Served cold']",high
青叶豆腐,sauteed tofu with green vegetable,[],[],high
酸菜鱼,sliced fish pickled cabbage,[],[],medium
干炒牛河,fried ho fun with beef and beansprouts,[],[],medium
葱油活桂鱼,steamed mandarin fish with scallion oil,[],[],high
红枣肚片汤,pig maws and dates and gouji,[],[],high
京式煎饺子,wok grilled pork dumplings with shrimps,[],"['Please inform your host if you have any allergies food intolerances and or dietary requirements', 'V Vegetarian S Spicy Chef Recommendation']",high
酥香鹌鹑,crispy quail,[],[],high
老干妈煸炒牛柳,ma la beef tenderloin,[],"['peppers chilli and black bean sauce supplement of', 'Bell', 'with']",high
上海熏鱼,classic shanghai smoked fish,[],[],high
家常臊子面,home style saozi noodles,[],[],medium
香菇粟米饺,chinese mushroom and corn dumplings v vg,[],[],medium
干炒牛肉河粉,dry fried ho fun with sliced beef,[],[],medium
炒芥兰,sauteed chinese broccoli,[],[],high
柠檬虾球,lemon-flavored prawns,[],[],high
古汁鱼块,fish fillet with sweet t sour sauce,[],[],high
大虾炒米粉,stir fried rice noodle with king prawns,[],['contains egg and soya sauce'],high
金网脆皮鳗鱼肠粉,crispy eel cheung fun,[],[],high
铁板肉酱烧茄子,eggplant with soy bean paste on sizzling iron plate,[],[],high
芥兰扒牛柳,sauteed beef tenderloin with chinese broccoli,[],[],high
海鲜玉子豆腐,seafood with egg tofu,[],[],high
笼仔剁椒牛蛙,steamed bullfrog with chili pepper,[],[],high
皇朝会香酥鸭,classic crispy aromatic duck,[],['Served with Pancake Spring Onion and Cucumber'],high
千层叉烧带子,isle of mull seared scallop and honey glazed iberico char sui,[],[],high
干锅肥肠,griddle cooked pork intestines,[],[],medium
凉面,cold noodles with sesame sauce,[],[],high
咖喱牛肉饭,rice topped with curry beef,[],[],high
干牛丝,crispy shredded beef,[],[],medium
冰镇拍黄瓜,chilled cucumber with trout roe chilli garlic vinegar,[],[],high
咸冬瓜蛤蛎汤,clam soup with white gourd,[],[],high
白切鸡,fragrant poached chicken,[],[],medium
绿耳仙霞,stir fried cloud fungus lily bulb gai lan shiitake and macadamia,[],['(v)'],high
麻辣肚丝,shredded spicy pork tripe,[],[],high
中式牛柳丝,crispy shredded beef with cantonese sauce,[],[],high
佛跳墙,broth,[],[],high
粟米羹,sweet corn soup,[],[],medium
狮子头面,noodles with pork balls,[],[],high
罐焖鸭丝鱼翅,stewed shredded duck with shark fin crock,[],[],high
豉油皇炒米粉,stir fried rice noodle with vegetables,[],['contains egg and soya sauce'],high
时菜鱿鱼,stir-fried squid with seasonal vegetable,[],[],high
香港古老肉,sweet and sour pork,[],[],medium
核桃虾球,walnut shrimp,[],[],high
辔菜炒饭,fried rice with pickled vegetables,[],[],high
斋炸云吞,deep fried vegetarian won ton,[],[],high
香茜海鲜豆腐汤,assorted seafood & beancurd light soup with coriander,[],"['Assorted Seafood, Beancurd & Coriander']",high
椒盐毛菇,salt and pepper mushroom,[],[],medium
肉末辽参,braised sea cucumber with minced pork,[],[],high
毛氏红烧肉,braised side of pork with soy sauce,[],[],medium
酸菜鱼片,sliced fish fillets with pickled cabbage,[],[],medium
酸甜辔菜,sweet and sour pickled vegetables,[],[],high
罗汉上素炒面,singapore style fried rice noodles s,[],[],high
干烧伊面,chinese mushroom and yee mein,[],[],medium
豉汁青葱鸭片,sliced roasted duck with spring onion in black bean sauce,[],[],medium
香茜叉烧肠粉,char siu cheung fun,[],[],high
素农家花菜,cauliflower with fresh chillies,[],[],high
椒盐芦笋,salt and pepper asparagus,[],[],high
芽菜炒软面米粉,"fried soft noodles or vermicelli with beansprout, leek & onion",[],"['Soft Noodles or Vermicelli, Beansprout, Leek & Onion']",high
天湖养生锅,nutrition hotpot,[],[],high
马拉炒饭,dried shrimp sweet corn preserved veg,[],"['diced mushroom brown rice', 'Malaysian style fried rice']",high
咕噜鱼柳,fish fillet cooked with sweet and sour sauce,[],[],medium
绿耳仙霞,stir fried cloud fungus lily bulb gai lan shiitake and macadamia nut,[],['(v)'],high
素炒什菜,stir fried mixed vegetables,[],[],high
鲜菌肠粉,mushroom cheung fun,[],['(v)'],high
烧三鲜,"braised sliced abalone, fish maw and chicken",[],[],high
鲜虾白菜饺,pak choy and prawn dumplings pieces,[],[],medium
铁板姜葱虾球,in black pepper on sizzling plate,[],['King Prawn with Ginger and Spring Onion on Sizzling Plate'],high
湘潭啤酒鸭,braised duck in beer sauce,[],[],high
喜字饼,steamed pancake stuffed with jujube paste ,[],[],high
脆虾白菜心,fried shrimp with heart of chinese cabbage,[],[],high
鸡丝荞面,buckwheat noodles with chicken slivers,[''],[],high
铁板咸菜牛柳丝,fillet steak in peking sauce on sizzling plat,[],"['Fillet Steak in Black Pepper Sauce on Sizzling Plate', 'Shredded Fillet Steak with Preserved Cabbage']",high
北京鸭,memories of peking duck,[],[],high
川椒什菜,mixed vegetables in chilli sichuan sauce,[],[],high
干烧鸡,dry-roast chicken,[],[],high
扬州炒饭蛋炒饭或自饭,yeung chow fried rice egg fried,[],"['Aromatic Crispy Duck', 'Rice or Boiled Rice']",high
芋泥小笼包,sweet taro xiao long bao,[],"['4pcs 179kcal', 'Vegan']",high
瑶柱蟹肉蛋白炒饭,shanghai choi fried rice,[],"['Egg White Fried Rice', 'w Crab Flakes', 'w Salted Pork']",high
干煸扁豆,fried green beans with chinese pepper,[],[],high
沙嗲烤鸡串,peanut satay chicken skewers skewers,[],[],medium
炸奶黄包,sweet egg custard buns,[],[],high
鸳鸯大虾炸大虾四川虾,yin yan king prawns,[],['Deep Fried Butterfly Crispy King Prawns partnered with Stir Fried King Prawns in Szechwan Sauce'],medium
腰果虾仁,king prawn with cashewnuts,[],[],medium
品香锅龙虾带子大虾鲍鱼金钱肚等等,assorted superior dry wok,[],['LOBSTER SCALLOPS KING PRAWN ABALONE HONEYCOMB BEEF TRIPE ETC'],high
烩蒜香肚丝,braised shredded pork tripe with mashed garlic,[],[],high
寿桃包,birthday peach-shaped steamed buns with sweet paste filling,[],"['Steamed Buns, Sweet Paste']",high
干锅大肠,dry wok sliced pig intestines,[],['An offal dish Stir fried marinated pig intestines with fresh garlic mixed peppers chilli and celery in spicy Sichuan sauce'],high
清汤竹荪海参,consommé of bamboo fungus and sea cucumbers,[],[],high
蜜汁叉烧肠粉,fried dough cheung fun with spring onion v,[],[],high
虾皮炒冬瓜,stir fried slices of winter melon with dried shrimps,[],[],high
召盐豆腐,salt and chilli tofu,[],[],medium
手撕包菜唐辛子炒,hand torn cabbage with vinegar and chillies,[],[],high
迷你珍珠鸡,chicken glutinous rice in lotus leaf,[],[],medium
辣汁蒜茸虾,fried prawns with chilli in garlic sauce,[],[],medium
素香酥鸭,vegetarian aromatic duck,[],[],high
油焖大虾连壳或去壳,sauteed king prawns with shell or without shell with ginger & spring onion in sweet tomato sauce,[],"['King Prawn, Ginger & Spring Onion']",high
蘑菇牛肉乳蛋派,beef and mushroom pie,[],[],high
豉汁牛肉,beef in black bean sauce,[],[],high
罗定豆豉鸡,braised chicken in black bean sauce,[],[],high
蒜蓉蒸带子,steamed fresh scallop with garlic soya sauce,[],[],medium
桂鱼清蒸水煮干烧红烧,with soy sauce）,[],[],high
砂锅豆腐,tofu in casserole,[],[],high
黑椒芦笋龙虾去壳,black pepper lobster kcal,[],['without shell with asparagus'],high
斋酸辣汤或斋粟米汤,vegetarian hot and sour soup or vegetarian sweet corn soup,[],[],high
野山椒凤爪足飞渍大唐辛子,house pickled chilli with chicken feet,[''],[],high
白灼基围虾虾球,scalded king prawns with shell or without shell served with premium soy sauce,[],"['King Prawn, Soy Sauce, Spring Onion']",high
红烧排骨,barbecued spare ribs,[],[],medium
四季豆,french beans,[],['(v)'],high
豉椒什菜,v stir fried mixed vegetables with black bean sauce,[],[],high
松露野菌芋香饼,pan fried taro croquette with mushrooms and truffle v,[],[],high
烫青菜,poached green vegetable,[],[],high
麻辣鸭膀丝,shredded spicy duck wings,[],[],high
干蒸鱼蓉烧卖,fish sui mai fish meat dumplings,[],[],medium
金汤佛跳墙烩饭,monk jumps over the wall with crispy rice,[],[],high
请勿饮酒后驾驶,porary chinse restaurant situated in the,[],"['landmark building Baker Street within', 'Reminder not to drive after consuming alcohol', 'easy walking distance from the popular May']",high
红豆芝麻球,sesame balls,[],['Deep fried sesame balls with red bean filling'],high
肉丝蛋炒饭,shredded pork and egg,[],"['Fried Rice', '675kcal']",high
士召鱼,black bean sauce,[],[],medium
鲜虾云吞汤,won ton soup,[],[],medium
